country,Region,lat,long,displayName,layerName,layerTitle,year,value,study.id,substudy.number,site,study.start.year,study.end.year,mutation,tested,present,Mixed.present,authors,publication.year,publication.Url,title,notes,pubMedId,marker.group,percentage,Mixed.percentage,included.or.excluded,PR,Prev_DR
Sudan,East Africa,14.03,35.38,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2011,0.017968235537409782,435,2,Gedaref,2011,2011,dhfr 108N,96,93,93,"Adeel AA, Elnour FA, Elmardi KA, Abd-Elmajid MB, Elhelo MM, Ali MS, Adam MA, Atta H, Zamani G, Warsame M, Barrette A, Mohammady HE, Nada RA",2016,http://www.ncbi.nlm.nih.gov/pubmed/?term=27209063,High efficacy of artemether-lumefantrine and declining efficacy of artesunate<a0>+<a0>sulfadoxine-pyrimethamine against Plasmodium falciparum in Sudan (2010-2015): evidence from in vivo and molecular marker studies.,NA,27209063,dhfr 108N,97,97,NA,1.7968235537409782,96.875
Sudan,East Africa,15.45,36.4,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2012,0.02577727474272251,23870667,0,Kassala City,2012,2012,dhfr 108N,59,59,59,Gadalla NB,2013,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3720549&tool=pmcentrez&rendertype=abstract,Selection of pfdhfr/pfdhps alleles and declining artesunate/sulphadoxine-pyrimethamine efficacy against Plasmodium falciparum eight years after deployment in eastern Sudan.,Comparing prevalences to previous publication,23870667,dhfr 108N,100,100,NA,2.577727474272251,100
Sudan,East Africa,11.77,34.35,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2015,0.013373000547289848,782,1,Damazin,2015,2016,dhfr 108N,119,116,116,"Mohamed AO, Hussien M, Mohamed A, Suliman A, Elkando NS, Abdelbagi H, Malik EM, Abdelraheem MH, Hamid MMA.",2020,https://pubmed.ncbi.nlm.nih.gov/32070355/,"Assessment of Plasmodium falciparum drug resistance molecular markers from the Blue Nile State, Southeast Sudan.",NA,32070355,dhfr 108N,97,97,NA,1.3373000547289848,97.47899159663864
Sudan,East Africa,15.5,32.43,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2016,0.009571393951773643,761,5,Khartoum,2016,2016,dhfr 108N,57,53,53,"Bakhiet AMA, Abdelraheem MH, Kheir A, Omer S, Gismelseed L, Abdel-Muhsin AA, Naiem A, Al Hosni A, Al Dhuhli A, Al Rubkhi M, Al-Hamidhi S, Gadalla A, Mukhtar M, Sultan AA, Babiker HA.",2019,https://www.ncbi.nlm.nih.gov/pubmed/31369106,Evolution of Plasmodium falciparum drug resistance genes following artemisinin combination therapy in Sudan.,NA,31369106,dhfr 108N,93,93,NA,0.9571393951773643,92.98245614035088
Sudan,East Africa,13.63,33.06,NA,NA,NA,2011,NA,435,3,Sennar,2011,2011,dhfr 108N,98,94,94,"Adeel AA, Elnour FA, Elmardi KA, Abd-Elmajid MB, Elhelo MM, Ali MS, Adam MA, Atta H, Zamani G, Warsame M, Barrette A, Mohammady HE, Nada RA",2016,http://www.ncbi.nlm.nih.gov/pubmed/?term=27209063,High efficacy of artemether-lumefantrine and declining efficacy of artesunate<a0>+<a0>sulfadoxine-pyrimethamine against Plasmodium falciparum in Sudan (2010-2015): evidence from in vivo and molecular marker studies.,NA,27209063,dhfr 108N,96,96,NA,NA,95.91836734693877
Sudan,East Africa,13.14,32.64,NA,NA,NA,2011,NA,435,4,Kosti,2011,2011,dhfr 108N,92,84,84,"Adeel AA, Elnour FA, Elmardi KA, Abd-Elmajid MB, Elhelo MM, Ali MS, Adam MA, Atta H, Zamani G, Warsame M, Barrette A, Mohammady HE, Nada RA",2016,http://www.ncbi.nlm.nih.gov/pubmed/?term=27209063,High efficacy of artemether-lumefantrine and declining efficacy of artesunate<a0>+<a0>sulfadoxine-pyrimethamine against Plasmodium falciparum in Sudan (2010-2015): evidence from in vivo and molecular marker studies.,NA,27209063,dhfr 108N,91,91,NA,NA,91.30434782608695
Tanzania,East Africa,-6.8,39.28,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2004,0.09699380397796631,528,1,NA,2004,2004,dhfr 108N,415,342,342,"Pearce RJ, Ord R, Kaur H, Lupala C, Schellenberg J, Shirima K, Manzi F, Alonso P, Tanner M, Mshinda H, Roper C, Schellenberg D",2013,http://www.ncbi.nlm.nih.gov/pubmed/?term=23225897,A community-randomized evaluation of the effect of intermittent preventive treatment in infants on antimalarial drug resistance in southern Tanzania.,NA,23225897,dhfr 108N,82,82,NA,9.69938039779663,82.40963855421687
Tanzania,East Africa,-6.8,39.28,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2006,0.08891205489635468,528,1,NA,2006,2006,dhfr 108N,524,186,186,"Pearce RJ, Ord R, Kaur H, Lupala C, Schellenberg J, Shirima K, Manzi F, Alonso P, Tanner M, Mshinda H, Roper C, Schellenberg D",2013,http://www.ncbi.nlm.nih.gov/pubmed/?term=23225897,A community-randomized evaluation of the effect of intermittent preventive treatment in infants on antimalarial drug resistance in southern Tanzania.,NA,23225897,dhfr 108N,82,82,NA,8.891205489635468,35.49618320610687
Tanzania,East Africa,-6.8,39.28,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2007,0.09232383221387863,528,2,NA,2007,2007,dhfr 108N,202,163,163,"Pearce RJ, Ord R, Kaur H, Lupala C, Schellenberg J, Shirima K, Manzi F, Alonso P, Tanner M, Mshinda H, Roper C, Schellenberg D",2013,http://www.ncbi.nlm.nih.gov/pubmed/?term=23225897,A community-randomized evaluation of the effect of intermittent preventive treatment in infants on antimalarial drug resistance in southern Tanzania.,NA,23225897,dhfr 108N,82,82,NA,9.232383221387863,80.6930693069307
Tanzania,East Africa,-10.75,39.62,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2010,0.14782343804836273,462,2,Mtwara (Tandahimba and Mtwara-Urban),2010,2011,dhfr 108N,64,62,62,"Matondo SI, Temba GS, Kavishe AA, Kauki JS, Kalinga A, van Zwetselaar M, Reyburn H, Kavishe RA",2014,http://www.ncbi.nlm.nih.gov/pubmed/?term=24751352,High levels of sulphadoxine-pyrimethamine resistance Pfdhfr-Pfdhps quintuple mutations: a cross sectional survey of six regions in Tanzania.,Mixed infections excluded,24751352,dhfr 108N,97,97,E,14.782343804836271,96.875
Tanzania,East Africa,-7.73,38.94,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2010,0.1896299421787262,462,1,Coastal Region (Kibiti-Rufiji),2010,2011,dhfr 108N,96,86,86,"Matondo SI, Temba GS, Kavishe AA, Kauki JS, Kalinga A, van Zwetselaar M, Reyburn H, Kavishe RA",2014,http://www.ncbi.nlm.nih.gov/pubmed/?term=24751352,High levels of sulphadoxine-pyrimethamine resistance Pfdhfr-Pfdhps quintuple mutations: a cross sectional survey of six regions in Tanzania.,Mixed infections excluded,24751352,dhfr 108N,90,90,E,18.96299421787262,89.58333333333334
Tanzania,East Africa,-5.38,38.58,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2010,0.15199391543865204,462,1,Tanga (Bondo village),2010,2011,dhfr 108N,116,116,116,"Matondo SI, Temba GS, Kavishe AA, Kauki JS, Kalinga A, van Zwetselaar M, Reyburn H, Kavishe RA",2014,http://www.ncbi.nlm.nih.gov/pubmed/?term=24751352,High levels of sulphadoxine-pyrimethamine resistance Pfdhfr-Pfdhps quintuple mutations: a cross sectional survey of six regions in Tanzania.,Mixed infections excluded,24751352,dhfr 108N,100,100,E,15.199391543865204,100
Tanzania,East Africa,-2.41,32.95,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2010,0.13028500974178314,22369089,0,Igombe health centre,2010,2011,dhfr 108N,97,92,92,"Erasmus Kamugisha, Sun Jing, Mercy Minde, Johaness Kataraihya, Gilbert Kongola, Fred Kironde,G<f6>te Swedberg",2012,http://www.malariajournal.com/content/11/1/58,"Efficacy of artemether-lumefantrine in treatment of malaria among under-fives and prevalence of drug resistance markers in Igombe-Mwanza, north-western Tanzania.",Clinical AL data and post-treatment genotypes,22369089,dhfr 108N,95,95,NA,13.028500974178314,94.84536082474226
Tanzania,East Africa,-5.18,38.79,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2013,0.10609590262174606,440,1,Muheza,2013,2013,dhfr 108N,77,76,76,"Baraka V, Ishengoma DS, Fransis F, Minja DT, Madebe RA, Ngatunga D, Van Geertruyden JP",2015,http://www.ncbi.nlm.nih.gov/pubmed/?term=26542942,High-level Plasmodium falciparum sulfadoxine-pyrimethamine resistance with the concomitant occurrence of septuple haplotype in Tanzania.,Cross-sectional surveys,26542942,dhfr 108N,99,99,NA,10.609590262174606,98.7012987012987
Tanzania,East Africa,-1.85,31.66,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2013,0.07633348554372787,440,1,Kagera (Muleba district),2013,2013,dhfr 108N,72,72,72,"Baraka V, Ishengoma DS, Fransis F, Minja DT, Madebe RA, Ngatunga D, Van Geertruyden JP",2015,http://www.ncbi.nlm.nih.gov/pubmed/?term=26542942,High-level Plasmodium falciparum sulfadoxine-pyrimethamine resistance with the concomitant occurrence of septuple haplotype in Tanzania.,Cross-sectional surveys,26542942,dhfr 108N,100,100,NA,7.6333485543727875,100
Tanzania,East Africa,-10.35,38.66,NA,NA,NA,2013,NA,440,2,Nachingwea,2013,2013,dhfr 108N,85,82,82,"Baraka V, Ishengoma DS, Fransis F, Minja DT, Madebe RA, Ngatunga D, Van Geertruyden JP",2015,http://www.ncbi.nlm.nih.gov/pubmed/?term=26542942,High-level Plasmodium falciparum sulfadoxine-pyrimethamine resistance with the concomitant occurrence of septuple haplotype in Tanzania.,Cross-sectional surveys,26542942,dhfr 108N,96,96,NA,NA,96.47058823529412
Uganda,East Africa,0.69,34.18,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2003,0.9998051524162292,24799371,0,Tororo,2003,2003,dhfr 108N,80,80,80,Mbogo GW,2014,http://www.ncbi.nlm.nih.gov/pubmed/?term=24799371,Temporal changes in prevalence of molecular markers mediating antimalarial drug resistance in a high malaria transmission setting in Uganda.,Previously published genotype data in the art,24799371,dhfr 108N,100,100,NA,99.98051524162292,100
Uganda,East Africa,-0.79,29.92,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2007,0.139617457985878,569,1,Rukungiri,2007,2007,dhfr 108N,139,139,139,"Lynch CA, Pearce R, Pota H, Egwang C, Egwang T, Bhasin A, Cox J, Abeku TA, Roper C",2017,http://www.ncbi.nlm.nih.gov/pubmed/?term=28415996,Travel and the emergence of high-level drug resistance in Plasmodium falciparum in southwest Uganda: results from a population-based study.,cross-sectional study,28415996,dhfr 108N,100,100,NA,13.9617457985878,100
Uganda,East Africa,0.69,34.18,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2008,0.5055534243583679,24799371,3,Tororo,2008,2008,dhfr 108N,128,99,128,Mbogo GW,2014,http://www.ncbi.nlm.nih.gov/pubmed/?term=24799371,Temporal changes in prevalence of molecular markers mediating antimalarial drug resistance in a high malaria transmission setting in Uganda.,Including pre-treatment genotypes + genotypes,24799371,dhfr 108N,100,100,NA,50.55534243583679,77.34375
Uganda,East Africa,0.69,34.18,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2009,0.5604692697525024,24799371,4,Tororo,2009,2009,dhfr 108N,93,83,93,Mbogo GW,2014,http://www.ncbi.nlm.nih.gov/pubmed/?term=24799371,Temporal changes in prevalence of molecular markers mediating antimalarial drug resistance in a high malaria transmission setting in Uganda.,Including pre-treatment genotypes + genotypes,24799371,dhfr 108N,100,100,NA,56.04692697525024,89.24731182795699
Uganda,East Africa,0.69,34.18,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2010,0.5827106833457947,24799371,5,Tororo,2010,2010,dhfr 108N,111,92,110,Mbogo GW,2014,http://www.ncbi.nlm.nih.gov/pubmed/?term=24799371,Temporal changes in prevalence of molecular markers mediating antimalarial drug resistance in a high malaria transmission setting in Uganda.,Including pre-treatment genotypes + genotypes,24799371,dhfr 108N,100,99,NA,58.27106833457947,82.88288288288288
Uganda,East Africa,0.69,34.18,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2011,0.6074368953704834,24799371,6,Tororo,2011,2011,dhfr 108N,111,101,111,Mbogo GW,2014,http://www.ncbi.nlm.nih.gov/pubmed/?term=24799371,Temporal changes in prevalence of molecular markers mediating antimalarial drug resistance in a high malaria transmission setting in Uganda.,Including pre-treatment genotypes + genotypes,24799371,dhfr 108N,100,100,NA,60.74368953704834,90.990990990991
Uganda,East Africa,-0.82,29.74,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2012,0.07849647104740143,591,4,Kanungu,2012,2012,dhfr 108N,72,72,72,"Tumwebaze P, Tukwasibwe S, Taylor A, Conrad M, Ruhamyankaka E, Asua V, Walakira A, Nankabirwa J, Yeka A, Staedke SG, Greenhouse B, Nsobya SL, Kamya MR, Dorsey G, Rosenthal PJ",2017,http://www.ncbi.nlm.nih.gov/pubmed/?term=28039354,Changing Antimalarial Drug Resistance Patterns Identified by Surveillance at Three Sites in Uganda.,NA,28039354,dhfr 108N,100,100,NA,7.849647104740143,100
Uganda,East Africa,0.42,33.2,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2012,0.5073883533477783,591,1,Jinja,2012,2012,dhfr 108N,66,66,66,"Tumwebaze P, Tukwasibwe S, Taylor A, Conrad M, Ruhamyankaka E, Asua V, Walakira A, Nankabirwa J, Yeka A, Staedke SG, Greenhouse B, Nsobya SL, Kamya MR, Dorsey G, Rosenthal PJ",2017,http://www.ncbi.nlm.nih.gov/pubmed/?term=28039354,Changing Antimalarial Drug Resistance Patterns Identified by Surveillance at Three Sites in Uganda.,NA,28039354,dhfr 108N,100,100,NA,50.73883533477783,100
Uganda,East Africa,0.69,34.18,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2012,0.6195163130760193,24799371,7,Tororo,2012,2012,dhfr 108N,79,77,79,Mbogo GW,2014,http://www.ncbi.nlm.nih.gov/pubmed/?term=24799371,Temporal changes in prevalence of molecular markers mediating antimalarial drug resistance in a high malaria transmission setting in Uganda.,Including pre-treatment genotypes + genotypes,24799371,dhfr 108N,100,100,NA,61.95163130760193,97.46835443037976
Uganda,East Africa,0.69,34.18,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2012,0.6195163130760193,591,7,Tororo,2012,2012,dhfr 108N,255,255,255,"Tumwebaze P, Tukwasibwe S, Taylor A, Conrad M, Ruhamyankaka E, Asua V, Walakira A, Nankabirwa J, Yeka A, Staedke SG, Greenhouse B, Nsobya SL, Kamya MR, Dorsey G, Rosenthal PJ",2017,http://www.ncbi.nlm.nih.gov/pubmed/?term=28039354,Changing Antimalarial Drug Resistance Patterns Identified by Surveillance at Three Sites in Uganda.,NA,28039354,dhfr 108N,100,100,NA,61.95163130760193,100
Uganda,East Africa,-0.82,29.74,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2013,0.07722874730825424,591,5,Kanungu,2013,2013,dhfr 108N,60,60,60,"Tumwebaze P, Tukwasibwe S, Taylor A, Conrad M, Ruhamyankaka E, Asua V, Walakira A, Nankabirwa J, Yeka A, Staedke SG, Greenhouse B, Nsobya SL, Kamya MR, Dorsey G, Rosenthal PJ",2017,http://www.ncbi.nlm.nih.gov/pubmed/?term=28039354,Changing Antimalarial Drug Resistance Patterns Identified by Surveillance at Three Sites in Uganda.,NA,28039354,dhfr 108N,100,100,NA,7.722874730825424,100
Uganda,East Africa,0.69,34.18,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2013,0.5193749666213989,591,8,Tororo,2013,2013,dhfr 108N,198,198,198,"Tumwebaze P, Tukwasibwe S, Taylor A, Conrad M, Ruhamyankaka E, Asua V, Walakira A, Nankabirwa J, Yeka A, Staedke SG, Greenhouse B, Nsobya SL, Kamya MR, Dorsey G, Rosenthal PJ",2017,http://www.ncbi.nlm.nih.gov/pubmed/?term=28039354,Changing Antimalarial Drug Resistance Patterns Identified by Surveillance at Three Sites in Uganda.,NA,28039354,dhfr 108N,100,100,NA,51.93749666213989,100
Uganda,East Africa,-0.82,29.74,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2015,0.08142995089292526,591,6,Kanungu,2015,2015,dhfr 108N,110,110,110,"Tumwebaze P, Tukwasibwe S, Taylor A, Conrad M, Ruhamyankaka E, Asua V, Walakira A, Nankabirwa J, Yeka A, Staedke SG, Greenhouse B, Nsobya SL, Kamya MR, Dorsey G, Rosenthal PJ",2017,http://www.ncbi.nlm.nih.gov/pubmed/?term=28039354,Changing Antimalarial Drug Resistance Patterns Identified by Surveillance at Three Sites in Uganda.,NA,28039354,dhfr 108N,100,100,NA,8.142995089292526,100
Uganda,East Africa,0.69,34.18,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2015,0.2991955876350403,591,9,Tororo,2015,2015,dhfr 108N,282,282,282,"Tumwebaze P, Tukwasibwe S, Taylor A, Conrad M, Ruhamyankaka E, Asua V, Walakira A, Nankabirwa J, Yeka A, Staedke SG, Greenhouse B, Nsobya SL, Kamya MR, Dorsey G, Rosenthal PJ",2017,http://www.ncbi.nlm.nih.gov/pubmed/?term=28039354,Changing Antimalarial Drug Resistance Patterns Identified by Surveillance at Three Sites in Uganda.,NA,28039354,dhfr 108N,100,100,NA,29.91955876350403,100
Uganda,East Africa,0.69,34.18,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2015,0.2991955876350403,573,1,Tororo,2015,2015,dhfr 108N,212,207,207,"Conrad MD, Mota D, Foster M, Tukwasibwe S, Legac J, Tumwebaze P, Whalen M, Kakuru A, Nayebare P, Wallender E, Havlir DV, Jagannathan P, Huang L, Aweeka F, Kamya MR, Dorsey G, Rosenthal PJ",2017,http://www.ncbi.nlm.nih.gov/pubmed/?term=28968782,Impact of intermittent preventive treatment during pregnancy on Plasmodium falciparum drug resistance-mediating polymorphisms in Uganda.,NA,28968782,dhfr 108N,98,98,NA,29.91955876350403,97.64150943396226
Uganda,East Africa,0.36,32.75,NA,NA,NA,2010,NA,535,1,Mukono,2010,2012,dhfr 108N,105,105,105,"Mbonye AK, Birungi J, Yanow SK, Shokoples S, Malamba S, Alifrangis M, Magnussen P",2015,http://www.ncbi.nlm.nih.gov/pubmed/?term=26124154,Prevalence of Plasmodium falciparum resistance markers to sulfadoxine-pyrimethamine among pregnant women receiving intermittent preventive treatment for malaria in Uganda.,Pregnant women before receiving IPTp presented,26124154,dhfr 108N,100,100,I,NA,100
Yemen,Asia,14.54,44.4,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2010,0.0007708085468038917,329,1,Dhamar,2010,2010,dhfr 108N,108,58,58,Al-Hamidhi S,2013,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3729657&tool=pmcentrez&rendertype=abstract,Genetic diversity of Plasmodium falciparum and distribution of drug resistance haplotypes in Yemen.,Unclear how mixed infections were presented,23855834,dhfr 108N,54,54,NA,0.07708085468038917,53.70370370370371
Yemen,Asia,15.12,50.47,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2011,0.033005863428115845,439,2,Al-Raydah<96>Qusyer,2011,2012,dhfr 108N,102,88,88,"Bamaga OA, Mahdy MA, Lim YA",2015,http://www.ncbi.nlm.nih.gov/pubmed/?term=26693691,"Frequencies distribution of dihydrofolate reductase and dihydropteroate synthetase mutant alleles associated with sulfadoxine-pyrimethamine resistance in Plasmodium falciparum population from Hadhramout Governorate, Yemen.",NA,26693691,dhfr 108N,86,86,NA,3.3005863428115845,86.27450980392157
Yemen,Asia,14.8,42.95,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2014,0,434,1,Hodeidah,2014,2014,dhfr 108N,81,53,53,"Atroosh WM, Al-Mekhlafi HM, Snounou G, Al-Jasari A, Sady H, Nasr NA, Lau YL, Surin J",2016,http://www.ncbi.nlm.nih.gov/pubmed/?term=27234587,Sustained efficacy of artesunate-sulfadoxine-pyrimethamine against Plasmodium falciparum in Yemen and a renewed call for an adjunct single dose primaquine to clear gametocytes.,NA,27234587,dhfr 108N,65,65,NA,0,65.4320987654321
Zambia,Southern Africa,-9.35,28.73,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2013,0.38865596055984497,448,1,Nchelenge,2013,2013,dhfr 108N,72,68,69,"Siame MN, Mharakurwa S, Chipeta J, Thuma P, Michelo C",2015,http://www.ncbi.nlm.nih.gov/pubmed/?term=25943379,"High prevalence of dhfr and dhps molecular markers in Plasmodium falciparum in pregnant women of Nchelenge district, Northern Zambia.",pregnant women,25943379,dhfr 108N,94,96,NA,38.8655960559845,94.44444444444444
Zambia,Southern Africa,-11.18,28.89,NA,NA,NA,2010,NA,460,1,Mansa,2010,2011,dhfr 108N,84,84,84,"Tan KR, Katalenich BL, Mace KE, Nambozi M, Taylor SM, Meshnick SR, Wiegand RE, Chalwe V, Filler SJ, Kamuliwo M, Craig AS",2014,http://www.ncbi.nlm.nih.gov/pubmed/?term=24909578,"Efficacy of sulphadoxine-pyrimethamine for intermittent preventive treatment of malaria in pregnancy, Mansa, Zambia.",Baseline samples from pregnant women to be treated with IPT,24909578,dhfr 108N,100,100,I,NA,100
S<e9>n<e9>gal,NA,14.75,-17.23,NA,NA,NA,2010,NA,443,2,Thi<e8>s,2010,2010,dhfr 108N,71,68,68,"Papa Mze N, Ndiaye YD, Diedhiou CK, Rahamatou S, Dieye B, Daniels RF, Hamilton EJ, Diallo M, Bei AK, Wirth DF, Mboup S, Volkman SK, Ahouidi AD, Ndiaye D",2015,http://www.ncbi.nlm.nih.gov/pubmed/?term=26415927,RDTs as a source of DNA to study Plasmodium falciparum drug resistance in isolates from Senegal and the Comoros Islands.,NA,26415927,dhfr 108N,96,96,NA,NA,95.77464788732394
Somalia,NA,1.81,44.69,NA,NA,NA,2011,NA,457,1,Janale,2011,2011,dhfr 108N,79,79,79,"Warsame M, Hassan AM, Barrette A, Jibril AM, Elmi HH, Arale AM, Mohammady HE, Nada RA, Amran JG, Muse A, Yusuf FE, Omar AS",2015,http://www.ncbi.nlm.nih.gov/pubmed/?term=25583123,Treatment of uncomplicated malaria with artesunate plus sulfadoxine-pyrimethamine is failing in Somalia: evidence from therapeutic efficacy studies and Pfdhfr and Pfdhps mutant alleles.,NA,25583123,dhfr 108N,100,100,NA,NA,100
Somalia,NA,11.28,49.18,NA,NA,NA,2015,NA,574,1,Bosaso,2015,2015,dhfr 108N,90,90,90,"Warsame M, Hassan AH, Hassan AM, Arale AM, Jibril AM, Mohamud SA, Barrette A, Muse AY, Yusuf FE, Nada RA, Amran JG",2017,http://www.ncbi.nlm.nih.gov/pubmed/?term=28151566,Efficacy of artesunate + sulphadoxine/pyrimethamine and artemether + lumefantrine and dhfr and dhps mutations in Somalia: evidence for updating the malaria treatment policy.,NA,28151566,dhfr 108N,100,100,NA,NA,100
