Geographic area,Indicator,Sex,TIME_PERIOD,OBS_VALUE,Unit multiplier,Unit of measure,Observation Status,Observation confidentaility,LOWER_BOUND,UPPER_BOUND,WGTD_SAMPL_SIZE,OBS_FOOTNOTE,SERIES_FOOTNOTE,DATA_SOURCE,SOURCE_LINK,CUSTODIAN,Time period activity related to when the data are collected,REF_PERIOD,COVERAGE_TIME,Current age
Benin,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Total,2001,7,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2001,,,End of fieldwork,,2001-2018,Under 5 years old
Benin,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Total,2006,20,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2006,,,End of fieldwork,,2001-2018,Under 5 years old
Benin,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Total,2012,69.7,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2011-2012,,,End of fieldwork,,2001-2018,Under 5 years old
Benin,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Total,2014,72.7,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2014,,,End of fieldwork,,2001-2018,Under 5 years old
Benin,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Total,2018,69.8,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2017-2018,,,End of fieldwork,,2001-2018,Under 5 years old
Benin,Household with insecticide treated net (ITN) and/or indoor residual spraying (IRS) - percentage of households with at least one ITN for every two persons and/or IRS in the past 12 months,Total,2012,45.7,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2011-2012,,,End of fieldwork,,2012-2018,Total
Benin,Household with insecticide treated net (ITN) and/or indoor residual spraying (IRS) - percentage of households with at least one ITN for every two persons and/or IRS in the past 12 months,Total,2014,40.1,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2014,,,End of fieldwork,,2012-2018,Total
Benin,Household with insecticide treated net (ITN) and/or indoor residual spraying (IRS) - percentage of households with at least one ITN for every two persons and/or IRS in the past 12 months,Total,2018,55.4,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2017-2018,,,End of fieldwork,,2012-2018,Total
Benin,Percentage of households with at least one insecticide-treated mosquito net (ITN),Total,2006,25,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2006,,,End of fieldwork,,2006-2018,Total
Benin,Percentage of households with at least one insecticide-treated mosquito net (ITN),Total,2012,79.8,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2011-2012,,,End of fieldwork,,2006-2018,Total
Benin,Percentage of households with at least one insecticide-treated mosquito net (ITN),Total,2014,77,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2014,,,End of fieldwork,,2006-2018,Total
Benin,Percentage of households with at least one insecticide-treated mosquito net (ITN),Total,2018,84.7,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2017-2018,,,End of fieldwork,,2006-2018,Total
Benin,Pregnant women sleeping under ITN - percentage of pregnant women (aged 15-49 years) who slept under an insecticide-treated net the previous night,Female,2006,19.6,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2006,,,End of fieldwork,,2006-2018,15 to 49 years old
Benin,Pregnant women sleeping under ITN - percentage of pregnant women (aged 15-49 years) who slept under an insecticide-treated net the previous night,Female,2012,74.5,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2011-2012,,,End of fieldwork,,2006-2018,15 to 49 years old
Benin,Pregnant women sleeping under ITN - percentage of pregnant women (aged 15-49 years) who slept under an insecticide-treated net the previous night,Female,2014,47,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2014,,,End of fieldwork,,2006-2018,15 to 49 years old
Benin,Pregnant women sleeping under ITN - percentage of pregnant women (aged 15-49 years) who slept under an insecticide-treated net the previous night,Female,2018,73.5,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2017-2018,,,End of fieldwork,,2006-2018,15 to 49 years old
Benin,"Malaria, first line treatment - percentage of febrile children (under age 5) receiving ACT (first line antimalarial drug), among those receiving any antimalarial drugs",Female,2012,11.9,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2011-2012,,,End of fieldwork,,2006-2018,Under 5 years old
Benin,"Malaria, first line treatment - percentage of febrile children (under age 5) receiving ACT (first line antimalarial drug), among those receiving any antimalarial drugs",Female,2014,15.3,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2014,,,End of fieldwork,,2006-2018,Under 5 years old
Benin,"Malaria, first line treatment - percentage of febrile children (under age 5) receiving ACT (first line antimalarial drug), among those receiving any antimalarial drugs",Female,2018,32,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2017-2018,,,End of fieldwork,,2006-2018,Under 5 years old
Benin,"Malaria, first line treatment - percentage of febrile children (under age 5) receiving ACT (first line antimalarial drug), among those receiving any antimalarial drugs",Male,2012,12.7,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2011-2012,,,End of fieldwork,,2006-2018,Under 5 years old
Benin,"Malaria, first line treatment - percentage of febrile children (under age 5) receiving ACT (first line antimalarial drug), among those receiving any antimalarial drugs",Male,2014,10.8,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2014,,,End of fieldwork,,2006-2018,Under 5 years old
Benin,"Malaria, first line treatment - percentage of febrile children (under age 5) receiving ACT (first line antimalarial drug), among those receiving any antimalarial drugs",Male,2018,41.3,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2017-2018,,,End of fieldwork,,2006-2018,Under 5 years old
Benin,"Malaria, first line treatment - percentage of febrile children (under age 5) receiving ACT (first line antimalarial drug), among those receiving any antimalarial drugs",Total,2006,0.7,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2006,,,End of fieldwork,,2006-2018,Under 5 years old
Benin,"Malaria, first line treatment - percentage of febrile children (under age 5) receiving ACT (first line antimalarial drug), among those receiving any antimalarial drugs",Total,2012,32,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2011-2012,,,End of fieldwork,,2006-2018,Under 5 years old
Benin,"Malaria, first line treatment - percentage of febrile children (under age 5) receiving ACT (first line antimalarial drug), among those receiving any antimalarial drugs",Total,2014,13.1,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2014,,,End of fieldwork,,2006-2018,Under 5 years old
Benin,"Malaria, first line treatment - percentage of febrile children (under age 5) receiving ACT (first line antimalarial drug), among those receiving any antimalarial drugs",Total,2018,37,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2017-2018,,,End of fieldwork,,2006-2018,Under 5 years old
Benin,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Female,2012,43,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2011-2012,,,End of fieldwork,,2012-2018,Under 5 years old
Benin,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Female,2014,42.8,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2014,,,End of fieldwork,,2012-2018,Under 5 years old
Benin,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Female,2018,54.4,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2017-2018,,,End of fieldwork,,2012-2018,Under 5 years old
Benin,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Male,2012,42.8,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2011-2012,,,End of fieldwork,,2012-2018,Under 5 years old
Benin,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Male,2014,44.6,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2014,,,End of fieldwork,,2012-2018,Under 5 years old
Benin,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Male,2018,52,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2017-2018,,,End of fieldwork,,2012-2018,Under 5 years old
Benin,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Total,2012,42.9,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2011-2012,,,End of fieldwork,,2012-2018,Under 5 years old
Benin,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Total,2014,43.7,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2014,,,End of fieldwork,,2012-2018,Under 5 years old
Benin,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Total,2018,53.1,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2017-2018,,,End of fieldwork,,2012-2018,Under 5 years old
Benin,Malaria diagnostics - percentage of febrile children (under age 5) who had a finger or heel stick for malaria testing,Female,2012,17.4,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2011-2012,,,End of fieldwork,,2009-2018,Under 5 years old
Benin,Malaria diagnostics - percentage of febrile children (under age 5) who had a finger or heel stick for malaria testing,Female,2014,18.3,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2014,,,End of fieldwork,,2009-2018,Under 5 years old
Benin,Malaria diagnostics - percentage of febrile children (under age 5) who had a finger or heel stick for malaria testing,Female,2018,18.2,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2017-2018,,,End of fieldwork,,2009-2018,Under 5 years old
Benin,Malaria diagnostics - percentage of febrile children (under age 5) who had a finger or heel stick for malaria testing,Male,2012,17.2,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2011-2012,,,End of fieldwork,,2009-2018,Under 5 years old
Benin,Malaria diagnostics - percentage of febrile children (under age 5) who had a finger or heel stick for malaria testing,Male,2014,20,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2014,,,End of fieldwork,,2009-2018,Under 5 years old
Benin,Malaria diagnostics - percentage of febrile children (under age 5) who had a finger or heel stick for malaria testing,Male,2018,17.3,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2017-2018,,,End of fieldwork,,2009-2018,Under 5 years old
Benin,Malaria diagnostics - percentage of febrile children (under age 5) who had a finger or heel stick for malaria testing,Total,2009,3.5,Units,%,Reported,Free,,,,,,Other 2009,,,End of fieldwork,,2009-2018,Under 5 years old
Benin,Malaria diagnostics - percentage of febrile children (under age 5) who had a finger or heel stick for malaria testing,Total,2012,17.3,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2011-2012,,,End of fieldwork,,2009-2018,Under 5 years old
Benin,Malaria diagnostics - percentage of febrile children (under age 5) who had a finger or heel stick for malaria testing,Total,2014,19.1,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2014,,,End of fieldwork,,2009-2018,Under 5 years old
