year,country,ACT,CQ,data type,Region,lat,long,displayName,layerName,layerTitle,value,study Id,site number,site,study start,study end,marker type,tested,present,Mixed present,author,publication year,publication URL,title,notes,pubmed Id,drug,marker group,percentage,included or excluded,PR,Prev_DR,CQ_use
2002,Indonesia,NA,0.00527875,DHS,SEA,-8.5,116.08,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.001332517,15238686,0,Batulayar,2002,2002,pfcrt 76T,48,47,47,Huaman MC,2004,http://www.ncbi.nlm.nih.gov/pubmed/15238686,NA,15238686,Short report: polymorphisms in the chloroquine resistance transporter gene in Plasmodium falciparum isolates from Lombok,Amodiaquine,pfcrt 76T,98,NA,0.133251713,97.91666667,0.527875
2002,Indonesia,NA,0.00527875,DHS,SEA,-6.16,106.81,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0,15741554,2,Hanura,2002,2002,pfcrt 76T,28,28,28,SYAFRUDDIN D,2005,http://www.ncbi.nlm.nih.gov/pubmed/15741554,NA,15741554,Molecular epidemiology of Plasmodium falciparum resistance to antimalarial drugs in Indonesia.,Amodiaquine,pfcrt 76T,100,NA,0,100,0.527875
2002,Indonesia,NA,0.00527875,DHS,SEA,-7.84,110.11,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",1.75537E-06,15741554,3,Kokap,2002,2002,pfcrt 76T,21,21,21,SYAFRUDDIN D,2005,http://www.ncbi.nlm.nih.gov/pubmed/15741554,NA,15741554,Molecular epidemiology of Plasmodium falciparum resistance to antimalarial drugs in Indonesia.,Amodiaquine,pfcrt 76T,100,NA,1.76e-4,100,0.527875
2002,Indonesia,NA,0.00527875,DHS,SEA,1.13,97.52,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.00025909,15741554,1,Nias,2002,2002,pfcrt 76T,20,20,20,SYAFRUDDIN D,2005,http://www.ncbi.nlm.nih.gov/pubmed/15741554,NA,15741554,Molecular epidemiology of Plasmodium falciparum resistance to antimalarial drugs in Indonesia.,Amodiaquine,pfcrt 76T,100,NA,0.025908952,100,0.527875
2005,Colombia,NA,9.2e-4,DHS,South America,8.1,-76.73,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.004814071,18426617,0,"Turbo, Necocli, El Bagre, Zaragoza",2004,2005,pfcrt 76T,77,77,77,RESTREPO-PINEDA E,2008,http://www.ncbi.nlm.nih.gov/pubmed/18426617,In vitro data available.,18426617,"Studies on antimalarial drug susceptibility in Colombia, in relation to Pfmdr1 and Pfcrt.",Amodiaquine,pfcrt 76T,100,NA,0.481407112,100,0.0920183
2000,Gambia,NA,0.734206161,MICS,West Africa,13.57,-15.61,NA,NA,NA,NA,15388456,0,Farafenni,2000,2000,pfcrt 76T,89,55,55,Hallett RL,2004,http://www.ncbi.nlm.nih.gov/pubmed/?term=15388456,Publication only contains  data from gametocy,15388456,Combination therapy counteracts the enhanced transmission of drug-resistant malaria parasites to mosquitoes.,Amodiaquine,pfcrt 76T,62,NA,NA,61.79775281,73.4206161
2000,Gambia,NA,0.734206161,MICS,West Africa,13.57,-15.61,NA,NA,NA,NA,18008244,3,Farafenni Hospital,2000,2000,pfcrt 76T,82,52,52,Ord R,2007,http://www.ncbi.nlm.nih.gov/pubmed/18008244,Intraseasonal changes studied.,18008244,Seasonal carriage of pfcrt and pfmdr1 alleles in Gambian Plasmodium falciparum imply reduced fitness of chloroquine-resistant parasites.,Amodiaquine,pfcrt 76T,73,I,NA,63.41463415,73.4206161
2000,Indonesia,NA,0.067987852,MICS,SEA,-7.74,110.03,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2.73E-07,14740877,0,Purworejo,2000,2000,pfcrt 76T,111,110,111,SYAFRUDDIN D,2003,http://www.ncbi.nlm.nih.gov/pubmed/14740877,NA,14740877,Frequency distribution of antimalarial drug-resistant alleles among isolates of Plasmodium falciparum in Purworejo district,Amodiaquine,pfcrt 76T,100,NA,2.73e-5,99.0990991,6.7987852
2000,Kenya,NA,0.403274333,MICS,East Africa,0.47,35.26,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.121182851,18411325,8,"Kabobo, Kanyawegi",1996,2000,pfcrt 76T,39,35,37,Mehlotra RK,2008,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2415780&tool=pmcentrez&rendertype=abstract,NA,18411325,Discordant patterns of genetic variation at two chloroquine resistance loci in worldwide populations of the malaria parasite Plasmodium falciparum.,Amodiaquine,pfcrt 76T,95,NA,12.11828515,89.74358974,40.3274333
2000,Kenya,NA,0.403274333,MICS,East Africa,-3.63,39.85,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.368625551,19450282,7,Kilifi,2000,2000,pfcrt 76T,27,22,22,Mwai L,2009,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2694831&tool=pmcentrez&rendertype=abstract,Mixed infections excluded.,19450282,Chloroquine resistance before and after its withdrawal in Kenya.,Amodiaquine,pfcrt 76T,94,E,36.86255515,81.48148148,40.3274333
2000,Senegal,NA,0.613333446,MICS,West Africa,14.75,-17.4,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.157659099,22706959,1,Pikine,2000,2000,pfcrt 76T,34,28,28,Ly O,2012,http://www.ncbi.nlm.nih.gov/pubmed/22706959,In vitro data,22706959,"Evolution of the pfcrt T76 and pfmdr1 Y86 markers and chloroquine susceptibility 8 years after cessation of chloroquine use in Pikine, Senegal.",Amodiaquine,pfcrt 76T,82,NA,15.76590985,82.35294118,61.3333446
2000,Senegal,NA,0.613333446,MICS,West Africa,14.75,-17.4,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.157659099,12201579,0,Pikine,2000,2000,pfcrt 76T,43,33,34,Thomas SM,2002,http://www.ncbi.nlm.nih.gov/pubmed/12201579,In vitro data available,12201579,In vitro chloroquine susceptibility and PCR analysis of pfcrt and pfmdr1 polymorphisms in Plasmodium falciparum isolates from Senegal.,Amodiaquine,pfcrt 76T,79,NA,15.76590985,76.74418605,61.3333446
2000,Venezuela,NA,NA,MICS,South America,8.09,-63.55,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.002793906,12452494,0,Ciudad Bolivar,1998,2000,pfcrt 76T,168,167,167,Contreras CE,2002,http://www.ncbi.nlm.nih.gov/pubmed/12452494,NA,12452494,Genetics of drug-resistant Plasmodium falciparum malaria in the Venezuelan state of Bolivar.,Amodiaquine,pfcrt 76T,99,NA,0.279390602,99.4047619,NA
2003,Afghanistan,NA,NA,NA,Asia,34.17,70.62,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.003801042,20547800,0,Nangahar,2002,2003,pfcrt 76T,55,54,55,Beshir K,2010,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2934991&tool=pmcentrez&rendertype=abstract,Post AQ treatment genotypes available.,20547800,Amodiaquine resistance in Plasmodium falciparum malaria in Afghanistan is associated with the pfcrt SVMNT allele at codons 72 to 76.,Amodiaquine,pfcrt 76T,100,NA,0.380104221,98.18181818,NA
2004,Angola,NA,NA,NA,Southern Africa,-7.61,15.05,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.262384385,19708897,0,Uige Provincial Hospital,2004,2004,pfcrt 76T,66,62,62,Menegon M,2009,http://www.ncbi.nlm.nih.gov/pubmed/19708897,NA,19708897,"Monitoring for multidrug-resistant Plasmodium falciparum isolates and analysis of pyrimethamine resistance evolution in Uige province, Angola.",Amodiaquine,pfcrt 76T,94,NA,26.23843849,93.93939394,NA
2005,Angola,NA,NA,NA,Southern Africa,-8.84,13.23,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.069706887,19014684,0,Luanda,2005,2005,pfcrt 76T,245,230,231,Figueiredo P,2008,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2613152&tool=pmcentrez&rendertype=abstract,NA,19014684,"Prevalence of pfmdr1, pfcrt, pfdhfr and pfdhps mutations associated with drug resistance, in Luanda, Angola.",Amodiaquine,pfcrt 76T,94,NA,6.970688701,93.87755102,NA
2002,Bangladesh,NA,NA,NA,Asia,23.24,92.07,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.042030681,15189458,0,"Dighinala upazilla, Baghaichara, Pujgang, Panchari upazilla",2002,2002,pfcrt 76T,187,176,176,van den Broek IVF,2004,http://www.ncbi.nlm.nih.gov/pubmed/?term=15189458,Clinical Q+SP data available. Mixed infection,15189458,Drug resistance in Plasmodium falciparum from the Chittagong Hill Tracts,Amodiaquine,pfcrt 76T,94,NA,4.203068092,94.11764706,NA
2003,Benin,NA,NA,NA,West Africa,6.5,2.63,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.21088852,17033142,12,NA,1998,2003,pfcrt 76T,3,2,2,Menegon M,2006,http://www.iss.it/publ/anna/2006/2/422203.pdf,Article in Italian. In vitro data available.,17033142,[Molecular epidemiology of imported malaria in Italy: the use of genetic markers and in vitro sensitivity test in a study of chloroquine resistance in Plasmodium falciparum].,Amodiaquine,pfcrt 76T,67,NA,21.08885199,66.66666667,NA
2003,Benin,NA,NA,NA,West Africa,6.5,2.63,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.21088852,16154388,12,NA,1998,2003,pfcrt 76T,3,2,2,Severini C,2006,http://www.ncbi.nlm.nih.gov/pubmed/16154388,Travellers. Mixed infections excluded. In vit,16154388,Prevalence of pfcrt point mutations and level of chloroquine resistance in Plasmodium falciparum isolates from Africa.,Amodiaquine,pfcrt 76T,67,E,21.08885199,66.66666667,NA
2004,Benin,NA,NA,NA,West Africa,6.5,2.63,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.181239709,16569231,9,NA,1998,2004,pfcrt 76T,1,1,1,Cojean S,2006,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1448192&tool=pmcentrez&rendertype=abstract,Travellers. Mixed infections excluded. In vit,16569231,Lack of association between putative transporter gene polymorphisms in Plasmodium falciparum and chloroquine resistance in imported malaria isolates from Africa.,Amodiaquine,pfcrt 76T,100,E,18.12397093,100,NA
2005,Benin,NA,NA,NA,West Africa,6.5,2.63,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.165113464,20439955,5,NA,2005,2005,pfcrt 76T,2,2,2,Andriantsoanirina V,2010,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2861372&tool=pmcentrez&rendertype=abstract,"In vitro data_x000d_
Travellers",20439955,Association of microsatellite variations of Plasmodium falciparum Na+/H+ exchanger (Pfnhe-1) gene with reduced in vitro susceptibility to quinine: lack of confirmation in clinical isolates from Africa.,Amodiaquine,pfcrt 76T,100,NA,16.5113464,100,NA
2001,Brazil,NA,NA,NA,South America,-4.23,-69.94,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.006045234,15216481,4,Tabatinga,2001,2001,pfcrt 76T,2,2,2,Vieira PP,2004,http://www.ncbi.nlm.nih.gov/pubmed/15216481,NA,15216481,pfcrt Polymorphism and the spread of chloroquine resistance in Plasmodium falciparum populations across the Amazon Basin.,Amodiaquine,pfcrt 76T,100,NA,0.604523439,100,NA
2003,Brazil,NA,NA,NA,South America,-5.39,-49.13,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",6.0227E-06,17096048,2,"Rondônia, Marabá",2003,2003,pfcrt 76T,10,10,10,Viana GMR,2006,http://www.ncbi.nlm.nih.gov/pubmed/?term=17096048,NA,17096048,"Mutations in the pfmdr1, cg2, and pfcrt genes in Plasmodium falciparum samples from endemic malaria areas in Rondonia and Pará State, Brazilian Amazon Region.",Amodiaquine,pfcrt 76T,100,NA,6.02e-4,100,NA
2003,Brazil,NA,NA,NA,South America,-2.94,-48.95,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.000119996,17096048,4,Tailândia,2003,2003,pfcrt 76T,10,10,10,Viana GMR,2006,http://www.ncbi.nlm.nih.gov/pubmed/?term=17096048,NA,17096048,"Mutations in the pfmdr1, cg2, and pfcrt genes in Plasmodium falciparum samples from endemic malaria areas in Rondonia and Pará State, Brazilian Amazon Region.",Amodiaquine,pfcrt 76T,100,NA,0.011999595,100,NA
2003,Brazil,NA,NA,NA,South America,-8.76,-63.9,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.076553673,17096048,1,Porto Velho,2003,2003,pfcrt 76T,10,10,10,Viana GMR,2006,http://www.ncbi.nlm.nih.gov/pubmed/?term=17096048,NA,17096048,"Mutations in the pfmdr1, cg2, and pfcrt genes in Plasmodium falciparum samples from endemic malaria areas in Rondonia and Pará State, Brazilian Amazon Region.",Amodiaquine,pfcrt 76T,100,NA,7.655367255,100,NA
2003,Brazil,NA,NA,NA,South America,-4.26,-55.99,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.124484062,17096048,3,Itaituba,2003,2003,pfcrt 76T,10,10,10,Viana GMR,2006,http://www.ncbi.nlm.nih.gov/pubmed/?term=17096048,NA,17096048,"Mutations in the pfmdr1, cg2, and pfcrt genes in Plasmodium falciparum samples from endemic malaria areas in Rondonia and Pará State, Brazilian Amazon Region.",Amodiaquine,pfcrt 76T,100,NA,12.44840622,100,NA
2004,Brazil,NA,NA,NA,South America,-2.04,-55.12,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0,22302850,2,Amazon region,2004,2004,pfcrt 76T,18,18,18,Gbotosho GO,2012,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3269269&tool=pmcentrez&rendertype=abstract,Not clear how mixed infections were accounted,22302850,Different patterns of pfcrt and pfmdr1 polymorphisms in P. falciparum isolates from Nigeria and Brazil: the potential role of antimalarial drug selection pressure.,Amodiaquine,pfcrt 76T,100,NA,0,100,NA
2005,Brazil,NA,NA,NA,South America,-3.77,-49.68,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.000295455,18304266,0,Tucurui,2005,2005,pfcrt 76T,56,56,56,Ferreira ID,2008,http://www.ncbi.nlm.nih.gov/pubmed/18304266,In vitro ARS ARM data available.,18304266,Plasmodium falciparum from Pará state (Brazil) shows satisfactory in vitro response to artemisinin derivatives and absence of the S769N mutation in the SERCA-type PfATPase6.,Amodiaquine,pfcrt 76T,100,NA,0.029545519,100,NA
2000,Burkina Faso,NA,NA,NA,West Africa,12.63,-3.72,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.865098834,15772316,0,Bourasso,2000,2000,pfcrt 76T,210,43,91,ABDEL-AZIZ IZ,2005,http://www.ncbi.nlm.nih.gov/pubmed/15772316,Cross-sectional study. Pf genotype associatio,15772316,Association of Plasmodium falciparum isolates encoding the p. Falciparum chloroquine resistance transporter gene K76T polymorphism with anemia and splenomegaly,Amodiaquine,pfcrt 76T,43,NA,86.5098834,20.47619048,NA
2000,Burkina Faso,NA,NA,NA,West Africa,11.18,-4.29,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.727240741,14636690,0,Bobo Dioulasso,1998,2000,pfcrt 76T,114,45,70,Tinto H,2003,http://www.ncbi.nlm.nih.gov/pubmed/?term=14636690,Clinical CQ data and in vitro data available.,14636690,Relationship between the Pfcrt T76 and the Pfmdr-1 Y86 mutations in Plasmodium falciparum and in vitro/in vivo chloroquine resistance in Burkina Faso,Amodiaquine,pfcrt 76T,61,NA,72.72407413,39.47368421,NA
2002,Burkina Faso,NA,NA,NA,West Africa,12.73,-3.87,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.713435173,20148338,0,Nouna,2001,2002,pfcrt 76T,47,10,22,Oster N,2010,http://www.ncbi.nlm.nih.gov/pubmed/20148338,The presented genotypes refers those of paras,20148338,Apparent bias for P. falciparum parasites carrying the wild-type pfcrt allele in the placenta.,Amodiaquine,pfcrt 76T,47,NA,71.3435173,21.27659574,NA
2002,Burkina Faso,NA,NA,NA,West Africa,12.58,-1.3,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.782991648,17538894,0,"Ziniaré, Boussé",2002,2002,pfcrt 76T,999,409,409,Diallo DA,2007,http://www.ncbi.nlm.nih.gov/pubmed/17538894,Clinical CQ data available. In the publicatio,17538894,Children in Burkina Faso who are protected by insecticide-treated materials are able to clear drug-resistant parasites better than unprotected children.,Amodiaquine,pfcrt 76T,41,NA,78.29916477,40.94094094,NA
2005,Burkina Faso,NA,NA,NA,West Africa,12.73,-3.87,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.458150566,20060374,0,Nouna,2005,2005,pfcrt 76T,109,35,57,Danquah I,2010,http://www.ncbi.nlm.nih.gov/pubmed/20060374,"Clinical data AQ, post-treatment genotypes",20060374,Selection of pfmdr1 and pfcrt alleles in amodiaquine treatment failure in north-western Burkina Faso.,Amodiaquine,pfcrt 76T,52,NA,45.81505656,32.11009174,NA
